date,sku_id,store_id,quantity_sold,day_of_week,weekofyear,month,is_weekend,event_Flu Season,event_Public Holiday,event_School Holiday,rolling_7d_sales
2024-05-02,SKU_001,Store_A,49,3,18,5,False,False,False,False,47.142857142857146
2024-05-03,SKU_001,Store_A,52,4,18,5,False,False,False,False,46.857142857142854
2024-05-04,SKU_001,Store_A,51,5,18,5,True,False,False,False,47.857142857142854
2024-05-05,SKU_001,Store_A,51,6,18,5,True,False,False,False,48.57142857142857
2024-05-06,SKU_001,Store_A,60,0,19,5,False,True,False,False,48.57142857142857
2024-05-07,SKU_001,Store_A,58,1,19,5,False,False,False,False,51.142857142857146
2024-05-08,SKU_001,Store_A,41,2,19,5,False,False,False,False,53.142857142857146
2024-05-09,SKU_001,Store_A,62,3,19,5,False,False,False,False,51.714285714285715
2024-05-10,SKU_001,Store_A,66,4,19,5,False,False,False,False,53.57142857142857
2024-05-11,SKU_001,Store_A,62,5,19,5,True,False,False,False,55.57142857142857
2024-05-12,SKU_001,Store_A,55,6,19,5,True,False,False,False,57.142857142857146
2024-05-13,SKU_001,Store_A,54,0,20,5,False,False,False,False,57.714285714285715
2024-05-14,SKU_001,Store_A,61,1,20,5,False,False,False,False,56.857142857142854
2024-05-15,SKU_001,Store_A,55,2,20,5,False,False,False,False,57.285714285714285
2024-05-16,SKU_001,Store_A,60,3,20,5,False,False,False,False,59.285714285714285
2024-05-17,SKU_001,Store_A,59,4,20,5,False,False,False,False,59.0
2024-05-18,SKU_001,Store_A,66,5,20,5,True,False,False,False,58.0
2024-05-19,SKU_001,Store_A,58,6,20,5,True,False,False,False,58.57142857142857
2024-05-20,SKU_001,Store_A,58,0,21,5,False,False,False,False,59.0
2024-05-21,SKU_001,Store_A,62,1,21,5,False,False,False,False,59.57142857142857
2024-05-22,SKU_001,Store_A,71,2,21,5,False,False,False,False,59.714285714285715
2024-05-23,SKU_001,Store_A,62,3,21,5,False,False,False,False,62.0
2024-05-24,SKU_001,Store_A,59,4,21,5,False,False,False,False,62.285714285714285
2024-05-25,SKU_001,Store_A,66,5,21,5,True,False,False,False,62.285714285714285
2024-05-26,SKU_001,Store_A,65,6,21,5,True,False,False,False,62.285714285714285
2024-05-27,SKU_001,Store_A,57,0,22,5,False,False,False,False,63.285714285714285
2024-05-28,SKU_001,Store_A,59,1,22,5,False,False,False,False,63.142857142857146
2024-05-29,SKU_001,Store_A,67,2,22,5,False,False,False,False,62.714285714285715
2024-05-30,SKU_001,Store_A,64,3,22,5,False,False,False,False,62.142857142857146
2024-05-31,SKU_001,Store_A,49,4,22,5,False,False,False,False,62.42857142857143
2024-06-01,SKU_001,Store_A,64,5,22,6,True,False,False,False,61.0
2024-06-02,SKU_001,Store_A,66,6,22,6,True,False,False,False,60.714285714285715
2024-06-03,SKU_001,Store_A,57,0,23,6,False,False,False,False,60.857142857142854
2024-06-04,SKU_001,Store_A,65,1,23,6,False,False,False,False,60.857142857142854
2024-06-05,SKU_001,Store_A,70,2,23,6,False,False,False,False,61.714285714285715
2024-06-06,SKU_001,Store_A,63,3,23,6,False,False,False,False,62.142857142857146
2024-06-07,SKU_001,Store_A,57,4,23,6,False,False,False,False,62.0
2024-06-08,SKU_001,Store_A,57,5,23,6,True,False,False,False,63.142857142857146
2024-06-09,SKU_001,Store_A,60,6,23,6,True,False,False,False,62.142857142857146
2024-06-10,SKU_001,Store_A,61,0,24,6,False,False,False,False,61.285714285714285
2024-06-11,SKU_001,Store_A,59,1,24,6,False,False,False,False,61.857142857142854
2024-06-12,SKU_001,Store_A,61,2,24,6,False,False,False,False,61.0
2024-06-13,SKU_001,Store_A,57,3,24,6,False,False,False,False,59.714285714285715
2024-06-14,SKU_001,Store_A,58,4,24,6,False,False,False,False,58.857142857142854
2024-06-15,SKU_001,Store_A,61,5,24,6,True,False,False,False,59.0
2024-06-16,SKU_001,Store_A,51,6,24,6,True,False,False,False,59.57142857142857
2024-06-17,SKU_001,Store_A,56,0,25,6,False,False,False,False,58.285714285714285
2024-06-18,SKU_001,Store_A,55,1,25,6,False,False,False,False,57.57142857142857
2024-06-19,SKU_001,Store_A,59,2,25,6,False,False,False,False,57.0
2024-06-20,SKU_001,Store_A,52,3,25,6,False,False,False,False,56.714285714285715
2024-06-21,SKU_001,Store_A,56,4,25,6,False,False,False,False,56.0
2024-06-22,SKU_001,Store_A,57,5,25,6,True,False,False,False,55.714285714285715
2024-06-23,SKU_001,Store_A,42,6,25,6,True,False,False,False,55.142857142857146
2024-06-24,SKU_001,Store_A,56,0,26,6,False,False,False,False,53.857142857142854
2024-06-25,SKU_001,Store_A,45,1,26,6,False,False,False,False,53.857142857142854
2024-06-26,SKU_001,Store_A,44,2,26,6,False,False,False,False,52.42857142857143
2024-06-27,SKU_001,Store_A,34,3,26,6,False,False,False,False,50.285714285714285
2024-06-28,SKU_001,Store_A,43,4,26,6,False,False,False,False,47.714285714285715
2024-01-01,SKU_001,Store_B,40,0,1,1,False,False,True,False,0.0
2024-01-02,SKU_001,Store_B,49,1,1,1,False,False,False,False,0.0
2024-01-03,SKU_001,Store_B,52,2,1,1,False,False,False,False,0.0
2024-01-04,SKU_001,Store_B,43,3,1,1,False,False,False,False,0.0
2024-01-05,SKU_001,Store_B,52,4,1,1,False,False,False,False,0.0
2024-01-06,SKU_001,Store_B,50,5,1,1,True,False,False,False,0.0
2024-01-07,SKU_001,Store_B,53,6,1,1,True,False,False,False,0.0
2024-01-08,SKU_001,Store_B,59,0,2,1,False,False,False,False,48.42857142857143
2024-01-09,SKU_001,Store_B,49,1,2,1,False,False,False,False,51.142857142857146
2024-01-10,SKU_001,Store_B,47,2,2,1,False,False,False,False,51.142857142857146
2024-01-11,SKU_001,Store_B,47,3,2,1,False,False,False,False,50.42857142857143
2024-01-12,SKU_001,Store_B,48,4,2,1,False,False,False,False,51.0
2024-01-13,SKU_001,Store_B,52,5,2,1,True,False,False,False,50.42857142857143
2024-01-14,SKU_001,Store_B,55,6,2,1,True,False,False,False,50.714285714285715
2024-01-15,SKU_001,Store_B,55,0,3,1,False,False,True,False,51.0
2024-01-16,SKU_001,Store_B,58,1,3,1,False,False,False,False,50.42857142857143
2024-01-17,SKU_001,Store_B,55,2,3,1,False,False,False,False,51.714285714285715
2024-01-18,SKU_001,Store_B,62,3,3,1,False,False,False,False,52.857142857142854
2024-01-19,SKU_001,Store_B,54,4,3,1,False,False,False,False,55.0
2024-01-20,SKU_001,Store_B,69,5,3,1,True,False,False,False,55.857142857142854
2024-01-21,SKU_001,Store_B,59,6,3,1,True,False,False,False,58.285714285714285
2024-01-22,SKU_001,Store_B,52,0,4,1,False,False,False,False,58.857142857142854
2024-01-23,SKU_001,Store_B,52,1,4,1,False,False,False,False,58.42857142857143
2024-01-24,SKU_001,Store_B,60,2,4,1,False,False,False,False,57.57142857142857
2024-01-25,SKU_001,Store_B,56,3,4,1,False,False,False,False,58.285714285714285
2024-01-26,SKU_001,Store_B,61,4,4,1,False,False,False,False,57.42857142857143
2024-01-27,SKU_001,Store_B,60,5,4,1,True,False,False,False,58.42857142857143
2024-01-28,SKU_001,Store_B,57,6,4,1,True,False,False,False,57.142857142857146
2024-01-29,SKU_001,Store_B,54,0,5,1,False,True,False,False,56.857142857142854
2024-01-30,SKU_001,Store_B,50,1,5,1,False,False,False,False,57.142857142857146
2024-01-31,SKU_001,Store_B,56,2,5,1,False,False,False,False,56.857142857142854
2024-02-01,SKU_001,Store_B,62,3,5,2,False,False,False,False,56.285714285714285
2024-02-02,SKU_001,Store_B,59,4,5,2,False,False,False,False,57.142857142857146
2024-02-03,SKU_001,Store_B,52,5,5,2,True,False,False,False,56.857142857142854
2024-02-04,SKU_001,Store_B,59,6,5,2,True,False,False,False,55.714285714285715
2024-02-05,SKU_001,Store_B,59,0,6,2,False,False,False,False,56.0
2024-02-06,SKU_001,Store_B,53,1,6,2,False,False,False,False,56.714285714285715
2024-02-07,SKU_001,Store_B,58,2,6,2,False,False,False,False,57.142857142857146
2024-02-08,SKU_001,Store_B,57,3,6,2,False,False,False,False,57.42857142857143
2024-02-09,SKU_001,Store_B,51,4,6,2,False,False,False,False,56.714285714285715
2024-02-10,SKU_001,Store_B,58,5,6,2,True,False,False,False,55.57142857142857
2024-02-11,SKU_001,Store_B,59,6,6,2,True,False,False,False,56.42857142857143
2024-02-12,SKU_001,Store_B,61,0,7,2,False,False,True,False,56.42857142857143
2024-02-13,SKU_001,Store_B,60,1,7,2,False,False,False,False,56.714285714285715
2024-02-14,SKU_001,Store_B,48,2,7,2,False,False,False,False,57.714285714285715
2024-02-15,SKU_001,Store_B,49,3,7,2,False,False,False,False,56.285714285714285
2024-02-16,SKU_001,Store_B,56,4,7,2,False,False,False,False,55.142857142857146
2024-02-17,SKU_001,Store_B,55,5,7,2,True,False,False,False,55.857142857142854
2024-02-18,SKU_001,Store_B,55,6,7,2,True,False,False,False,55.42857142857143
2024-02-19,SKU_001,Store_B,71,0,8,2,False,False,False,False,54.857142857142854
2024-02-20,SKU_001,Store_B,54,1,8,2,False,False,False,False,56.285714285714285
2024-02-21,SKU_001,Store_B,56,2,8,2,False,False,False,False,55.42857142857143
2024-02-22,SKU_001,Store_B,55,3,8,2,False,False,False,False,56.57142857142857
2024-02-23,SKU_001,Store_B,52,4,8,2,False,False,False,False,57.42857142857143
2024-02-24,SKU_001,Store_B,47,5,8,2,True,False,False,False,56.857142857142854
2024-02-25,SKU_001,Store_B,52,6,8,2,True,False,False,False,55.714285714285715
2024-02-26,SKU_001,Store_B,43,0,9,2,False,False,True,False,55.285714285714285
2024-02-27,SKU_001,Store_B,45,1,9,2,False,False,False,False,51.285714285714285
2024-02-28,SKU_001,Store_B,43,2,9,2,False,False,False,False,50.0
2024-02-29,SKU_001,Store_B,45,3,9,2,False,False,False,False,48.142857142857146
2024-03-01,SKU_001,Store_B,56,4,9,3,False,False,False,False,46.714285714285715
2024-03-02,SKU_001,Store_B,34,5,9,3,True,False,False,False,47.285714285714285
2024-03-03,SKU_001,Store_B,46,6,9,3,True,False,False,False,45.42857142857143
2024-03-04,SKU_001,Store_B,34,0,10,3,False,False,False,False,44.57142857142857
2024-03-05,SKU_001,Store_B,39,1,10,3,False,False,False,False,43.285714285714285
2024-03-06,SKU_001,Store_B,46,2,10,3,False,False,False,False,42.42857142857143
2024-03-07,SKU_001,Store_B,40,3,10,3,False,False,False,False,42.857142857142854
2024-03-08,SKU_001,Store_B,34,4,10,3,False,False,False,False,42.142857142857146
2024-03-09,SKU_001,Store_B,35,5,10,3,True,False,False,False,39.0
2024-03-10,SKU_001,Store_B,42,6,10,3,True,False,False,False,39.142857142857146
2024-03-11,SKU_001,Store_B,34,0,11,3,False,True,False,False,38.57142857142857
2024-03-12,SKU_001,Store_B,38,1,11,3,False,False,False,False,38.57142857142857
2024-03-13,SKU_001,Store_B,37,2,11,3,False,False,False,False,38.42857142857143
2024-03-14,SKU_001,Store_B,33,3,11,3,False,False,False,False,37.142857142857146
2024-03-15,SKU_001,Store_B,46,4,11,3,False,False,False,False,36.142857142857146
2024-03-16,SKU_001,Store_B,38,5,11,3,True,False,False,False,37.857142857142854
2024-03-17,SKU_001,Store_B,24,6,11,3,True,False,False,False,38.285714285714285
2024-03-18,SKU_001,Store_B,35,0,12,3,False,False,False,False,35.714285714285715
2024-03-19,SKU_001,Store_B,30,1,12,3,False,False,False,False,35.857142857142854
2024-03-20,SKU_001,Store_B,37,2,12,3,False,False,False,False,34.714285714285715
2024-03-21,SKU_001,Store_B,29,3,12,3,False,False,False,False,34.714285714285715
2024-03-22,SKU_001,Store_B,32,4,12,3,False,False,False,False,34.142857142857146
2024-03-23,SKU_001,Store_B,35,5,12,3,True,False,False,False,32.142857142857146
2024-03-24,SKU_001,Store_B,36,6,12,3,True,False,False,False,31.714285714285715
2024-03-25,SKU_001,Store_B,26,0,13,3,False,False,False,True,33.42857142857143
2024-03-26,SKU_001,Store_B,30,1,13,3,False,False,False,False,32.142857142857146
2024-03-27,SKU_001,Store_B,29,2,13,3,False,False,False,False,32.142857142857146
2024-03-28,SKU_001,Store_B,28,3,13,3,False,False,False,False,31.0
2024-03-29,SKU_001,Store_B,40,4,13,3,False,False,False,False,30.857142857142858
2024-03-30,SKU_001,Store_B,33,5,13,3,True,False,False,False,32.0
2024-03-31,SKU_001,Store_B,25,6,13,3,True,False,False,False,31.714285714285715
2024-04-01,SKU_001,Store_B,36,0,14,4,False,False,False,False,30.142857142857142
2024-04-02,SKU_001,Store_B,42,1,14,4,False,False,False,False,31.571428571428573
2024-04-03,SKU_001,Store_B,36,2,14,4,False,False,False,False,33.285714285714285
2024-04-04,SKU_001,Store_B,24,3,14,4,False,False,False,False,34.285714285714285
2024-04-05,SKU_001,Store_B,29,4,14,4,False,False,False,False,33.714285714285715
2024-04-06,SKU_001,Store_B,38,5,14,4,True,False,False,False,32.142857142857146
2024-04-07,SKU_001,Store_B,29,6,14,4,True,False,False,False,32.857142857142854
2024-04-08,SKU_001,Store_B,35,0,15,4,False,True,False,False,33.42857142857143
2024-04-09,SKU_001,Store_B,37,1,15,4,False,False,False,False,33.285714285714285
2024-04-10,SKU_001,Store_B,28,2,15,4,False,False,False,False,32.57142857142857
2024-04-11,SKU_001,Store_B,33,3,15,4,False,False,False,False,31.428571428571427
2024-04-12,SKU_001,Store_B,18,4,15,4,False,False,False,False,32.714285714285715
2024-04-13,SKU_001,Store_B,29,5,15,4,True,False,False,False,31.142857142857142
2024-04-14,SKU_001,Store_B,33,6,15,4,True,False,False,False,29.857142857142858
2024-04-15,SKU_001,Store_B,29,0,16,4,False,False,False,False,30.428571428571427
2024-04-16,SKU_001,Store_B,44,1,16,4,False,False,False,False,29.571428571428573
2024-04-17,SKU_001,Store_B,29,2,16,4,False,False,False,False,30.571428571428573
2024-04-18,SKU_001,Store_B,35,3,16,4,False,False,False,False,30.714285714285715
2024-04-19,SKU_001,Store_B,38,4,16,4,False,False,False,False,31.0
2024-04-20,SKU_001,Store_B,45,5,16,4,True,False,False,False,33.857142857142854
2024-04-21,SKU_001,Store_B,32,6,16,4,True,False,False,False,36.142857142857146
2024-04-22,SKU_001,Store_B,45,0,17,4,False,True,False,False,36.0
2024-04-23,SKU_001,Store_B,40,1,17,4,False,False,False,False,38.285714285714285
2024-04-24,SKU_001,Store_B,36,2,17,4,False,False,False,False,37.714285714285715
2024-04-25,SKU_001,Store_B,44,3,17,4,False,False,False,False,38.714285714285715
2024-04-26,SKU_001,Store_B,43,4,17,4,False,False,False,False,40.0
2024-04-27,SKU_001,Store_B,40,5,17,4,True,False,False,False,40.714285714285715
2024-04-28,SKU_001,Store_B,44,6,17,4,True,False,False,False,40.0
2024-04-29,SKU_001,Store_B,42,0,18,4,False,False,False,False,41.714285714285715
2024-04-30,SKU_001,Store_B,46,1,18,4,False,False,False,False,41.285714285714285
2024-05-01,SKU_001,Store_B,49,2,18,5,False,False,False,False,42.142857142857146
2024-05-02,SKU_001,Store_B,54,3,18,5,False,False,False,False,44.0
2024-05-03,SKU_001,Store_B,41,4,18,5,False,False,False,False,45.42857142857143
2024-05-04,SKU_001,Store_B,58,5,18,5,True,False,False,False,45.142857142857146
2024-05-05,SKU_001,Store_B,39,6,18,5,True,False,False,False,47.714285714285715
2024-05-06,SKU_001,Store_B,48,0,19,5,False,True,False,False,47.0
2024-05-07,SKU_001,Store_B,53,1,19,5,False,False,False,False,47.857142857142854
2024-05-08,SKU_001,Store_B,52,2,19,5,False,False,False,False,48.857142857142854
2024-05-09,SKU_001,Store_B,48,3,19,5,False,False,False,False,49.285714285714285
2024-05-10,SKU_001,Store_B,51,4,19,5,False,False,False,False,48.42857142857143
2024-05-11,SKU_001,Store_B,50,5,19,5,True,False,False,False,49.857142857142854
2024-05-12,SKU_001,Store_B,50,6,19,5,True,False,False,False,48.714285714285715
2024-05-13,SKU_001,Store_B,58,0,20,5,False,False,False,False,50.285714285714285
2024-05-14,SKU_001,Store_B,56,1,20,5,False,False,False,False,51.714285714285715
2024-05-15,SKU_001,Store_B,51,2,20,5,False,False,False,False,52.142857142857146
2024-05-16,SKU_001,Store_B,59,3,20,5,False,False,False,False,52.0
2024-05-17,SKU_001,Store_B,57,4,20,5,False,False,False,False,53.57142857142857
2024-05-18,SKU_001,Store_B,60,5,20,5,True,False,False,False,54.42857142857143
2024-05-19,SKU_001,Store_B,59,6,20,5,True,False,False,False,55.857142857142854
2024-05-20,SKU_001,Store_B,52,0,21,5,False,False,False,False,57.142857142857146
2024-05-21,SKU_001,Store_B,54,1,21,5,False,False,False,False,56.285714285714285
2024-05-22,SKU_001,Store_B,61,2,21,5,False,False,False,False,56.0
2024-05-23,SKU_001,Store_B,60,3,21,5,False,False,False,False,57.42857142857143
2024-05-24,SKU_001,Store_B,57,4,21,5,False,False,False,False,57.57142857142857
2024-05-25,SKU_001,Store_B,58,5,21,5,True,False,False,False,57.57142857142857
2024-05-26,SKU_001,Store_B,64,6,21,5,True,False,False,False,57.285714285714285
2024-05-27,SKU_001,Store_B,55,0,22,5,False,False,False,False,58.0
2024-05-28,SKU_001,Store_B,61,1,22,5,False,False,False,False,58.42857142857143
2024-05-29,SKU_001,Store_B,57,2,22,5,False,False,False,False,59.42857142857143
2024-05-30,SKU_001,Store_B,57,3,22,5,False,False,False,False,58.857142857142854
2024-05-31,SKU_001,Store_B,63,4,22,5,False,False,False,False,58.42857142857143
2024-06-01,SKU_001,Store_B,62,5,22,6,True,False,False,False,59.285714285714285
2024-06-02,SKU_001,Store_B,62,6,22,6,True,False,False,False,59.857142857142854
2024-06-03,SKU_001,Store_B,64,0,23,6,False,False,False,False,59.57142857142857
